Cement,Slag,Ash,Water,Plast,Coarse,Fine,Days,Mpa,WC,Predicted_Mpa
491.0,26.0,123.0,210.0,3.9,882.0,699.0,28,55.55,0.43,29.375540340439017
290.4,0.0,96.2,168.1,9.4,961.2,865.0,14,34.67,0.58,38.86944198962867
144.0,0.0,175.0,158.0,18.0,943.0,844.0,28,15.42,1.1,41.15794811508966
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,14,42.22,0.58,44.488744159077434
252.5,0.0,0.0,185.7,0.0,1111.6,784.3,28,19.77,0.74,34.881550127439226
236.0,0.0,0.0,193.0,0.0,968.0,885.0,180,24.1,0.82,33.227481343690194
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,270,74.17,0.32,37.75917664163274
295.0,0.0,0.0,185.0,0.0,1069.0,769.0,7,14.8,0.63,35.04015946286721
150.7,0.0,185.3,166.7,15.6,1074.5,678.0,28,13.46,1.11,39.186660660484655
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,28,30.22,0.72,41.0446557326411
233.8,0.0,94.6,197.9,4.6,947.0,852.2,14,22.14,0.85,32.117215995694266
249.1,0.0,98.8,158.1,12.8,987.8,889.0,100,51.06,0.63,41.13528963859995
339.0,0.0,0.0,185.0,0.0,1069.0,754.0,28,31.84,0.55,35.04015946286721
505.0,0.0,60.0,195.0,0.0,1030.0,630.0,28,64.02,0.39,32.774311813895935
230.0,0.0,118.3,195.5,4.6,1029.4,758.6,56,31.54,0.85,32.66101943144737
374.0,189.2,0.0,170.1,10.1,926.1,756.7,3,34.4,0.45,38.41627245983442
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,360,44.7,1.38,33.45406610858732
148.1,0.0,136.6,158.1,16.1,1001.8,830.1,28,17.96,1.07,41.13528963859995
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,100,40.39,0.85,40.27426753199086
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,14,25.62,0.57,28.333250421912233
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,28,32.66,0.75,34.24711278572727
157.0,236.0,0.0,192.0,0.0,935.4,781.2,7,16.89,1.22,33.45406610858732
304.0,76.0,0.0,228.0,0.0,932.0,670.0,28,47.81,0.75,25.29701457229072
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,14,31.81,1.05,37.19271472938993
304.0,140.0,0.0,214.0,6.0,895.0,722.0,28,33.42,0.7,28.469201280850505
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,3,7.32,0.94,38.39361398334471
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,28,19.69,0.73,35.04015946286721
323.7,282.8,0.0,183.8,10.3,942.7,659.9,3,28.3,0.57,35.31206118074376
350.0,0.0,0.0,203.0,0.0,974.0,775.0,90,31.35,0.58,30.961633694718913
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,100,52.96,0.75,40.88604639721311
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,91,76.8,0.51,44.17152548822146
143.7,170.2,132.6,191.6,8.5,814.1,805.3,28,29.87,1.33,33.54470001454617
236.0,157.0,0.0,192.0,0.0,972.6,749.1,90,47.78,0.81,33.45406610858732
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,14,33.73,0.72,41.883019362760464
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,100,45.37,0.93,38.52956484228298
249.1,0.0,98.8,158.1,12.8,987.8,889.0,56,42.03,0.63,41.13528963859995
193.5,290.2,0.0,185.7,0.0,998.2,704.3,28,32.63,0.96,34.881550127439226
194.7,0.0,100.5,170.2,7.5,998.0,901.8,28,37.27,0.87,38.39361398334471
289.0,134.0,0.0,195.0,6.0,924.0,760.0,28,46.24,0.67,32.774311813895935
298.0,137.0,107.0,201.0,6.0,878.0,655.0,28,53.52,0.67,31.41480322451317
192.0,288.0,0.0,192.0,0.0,929.8,716.1,90,50.73,1.0,33.45406610858732
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,56,51.26,0.75,40.88604639721311
190.0,190.0,0.0,228.0,0.0,932.0,670.0,28,40.86,1.2,25.29701457229072
173.0,116.0,0.0,192.0,0.0,946.8,856.8,90,32.1,1.11,33.45406610858732
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,3,17.37,0.72,41.9283363157399
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,28,37.81,0.99,37.91778597706073
284.0,120.0,0.0,168.0,7.0,970.0,794.0,28,40.93,0.59,38.892100466118386
135.7,203.5,0.0,185.7,0.0,1076.2,759.3,7,7.51,1.37,34.881550127439226
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,28,52.5,0.58,44.488744159077434
136.0,162.0,126.0,172.0,10.0,923.0,764.0,28,29.07,1.26,37.985761406529875
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,3,8.06,1.38,33.45406610858732
250.0,0.0,95.7,187.4,5.5,956.9,861.2,14,24.92,0.75,34.4963560271141
475.0,0.0,0.0,228.0,0.0,932.0,594.0,180,42.62,0.48,25.29701457229072
149.0,139.0,109.0,193.0,6.0,892.0,780.0,28,23.69,1.3,33.227481343690194
277.0,0.0,0.0,191.0,0.0,968.0,856.0,360,33.7,0.69,33.680650873484446
225.0,0.0,0.0,181.0,0.0,1113.0,833.0,7,11.17,0.8,35.94649852245572
289.0,133.7,0.0,194.9,5.5,924.1,760.1,28,46.25,0.67,32.796970290385644
480.0,0.0,0.0,192.0,0.0,936.2,712.2,90,54.32,0.4,33.45406610858732
153.0,102.0,0.0,192.0,0.0,888.0,943.1,90,26.32,1.25,33.45406610858732
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,56,42.7,0.75,37.532591876735616
225.0,0.0,0.0,181.0,0.0,1113.0,833.0,28,17.34,0.8,35.94649852245572
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,14,19.42,0.88,39.209319136974365
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,28,33.69,0.91,41.42984983296621
266.0,114.0,0.0,228.0,0.0,932.0,670.0,180,48.7,0.86,25.29701457229072
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,28,31.64,0.75,40.86338792072339
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,56,35.85,0.91,41.42984983296621
388.6,97.1,0.0,157.9,12.1,852.1,925.7,28,50.7,0.41,41.18060659157937
277.0,0.0,0.0,191.0,0.0,968.0,856.0,28,25.97,0.69,33.680650873484446
141.3,212.0,0.0,203.5,0.0,971.8,748.5,3,4.83,1.44,30.84834131227035
339.0,0.0,0.0,197.0,0.0,968.0,781.0,90,35.17,0.58,32.32114228410168
289.0,0.0,0.0,192.0,0.0,913.2,895.3,90,32.07,0.66,33.45406610858732
154.8,0.0,142.8,193.3,9.1,877.2,867.7,28,9.74,1.25,33.15950591422105
480.0,0.0,0.0,192.0,0.0,936.0,721.0,28,43.89,0.4,33.45406610858732
198.6,132.4,0.0,192.0,0.0,978.4,825.5,28,28.02,0.97,33.45406610858732
194.7,0.0,100.5,165.6,7.5,1006.4,905.9,28,25.72,0.85,39.43590390187149
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,7,9.01,0.55,33.45406610858732
366.0,187.0,0.0,191.0,7.0,824.0,757.0,28,65.91,0.52,33.680650873484446
236.0,0.0,0.0,194.0,0.0,968.0,885.0,90,21.95,0.82,33.00089657879306
305.3,203.5,0.0,203.5,0.0,965.4,631.0,28,43.38,0.67,30.84834131227035
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,56,47.13,0.85,35.78788918702774
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,14,35.96,0.65,45.05520607132026
238.2,158.8,0.0,185.7,0.0,1040.6,734.3,7,15.69,0.78,34.881550127439226
159.0,187.0,0.0,176.0,11.0,990.0,789.0,28,32.76,1.11,37.079422346941364
102.0,153.0,0.0,192.0,0.0,887.0,942.0,90,25.46,1.88,33.45406610858732
170.3,155.5,0.0,185.7,0.0,1026.6,724.3,7,10.73,1.09,34.881550127439226
425.0,106.3,0.0,153.5,16.5,852.1,887.1,7,49.2,0.36,42.177579557126734
342.0,38.0,0.0,228.0,0.0,932.0,670.0,365,56.14,0.67,25.29701457229072
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,3,23.08,0.95,39.61717171378919
330.5,169.6,0.0,194.9,8.1,811.0,802.3,28,56.62,0.59,32.796970290385644
318.8,212.5,0.0,155.7,14.3,852.1,880.4,28,55.5,0.49,41.679093074353055
304.8,0.0,99.6,196.0,9.8,959.4,705.2,28,30.12,0.64,32.54772704899881
266.0,112.0,87.0,178.0,10.0,910.0,745.0,28,39.42,0.67,36.626252817147105
165.0,128.5,132.1,175.1,8.1,1005.8,746.6,14,33.09,1.06,37.28334863534878
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3,35.3,0.45,39.59451323729948
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,90,39.36,1.38,33.45406610858732
150.0,237.0,0.0,174.0,12.0,1069.0,675.0,28,37.43,1.16,37.532591876735616
310.0,142.8,0.0,167.9,10.0,914.3,804.0,28,45.3,0.54,38.914758942608096
148.0,0.0,182.0,181.0,15.0,839.0,884.0,28,15.52,1.22,35.94649852245572
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,14,31.35,0.75,40.931363350192534
102.0,153.0,0.0,192.0,0.0,887.0,942.0,3,4.57,1.88,33.45406610858732
305.3,203.5,0.0,203.5,0.0,965.4,631.0,90,54.6,0.67,30.84834131227035
183.9,122.6,0.0,203.5,0.0,959.2,800.0,28,24.05,1.11,30.84834131227035
296.0,0.0,107.0,221.0,11.0,819.0,778.0,28,31.42,0.75,26.883107926570617
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,100,58.61,0.58,40.81807096774397
424.0,22.0,132.0,178.0,8.5,822.0,750.0,56,65.7,0.42,36.626252817147105
166.1,0.0,163.3,176.5,4.5,1058.6,780.1,3,10.76,1.06,36.9661299644928
297.8,137.2,106.9,201.3,6.0,878.4,655.3,28,53.52,0.68,31.346827795044028
321.3,164.2,0.0,190.5,4.6,870.0,774.0,28,57.22,0.59,33.79394325593301
333.0,0.0,0.0,192.0,0.0,931.2,842.6,90,41.68,0.58,33.45406610858732
102.0,153.0,0.0,192.0,0.0,887.0,942.0,28,17.28,1.88,33.45406610858732
388.6,97.1,0.0,157.9,12.1,852.1,925.7,91,57.6,0.41,41.18060659157937
480.0,0.0,0.0,192.0,0.0,936.0,721.0,90,54.28,0.4,33.45406610858732
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3,35.3,0.45,39.59451323729948
134.7,0.0,165.7,180.2,10.0,961.0,804.9,28,13.29,1.34,36.127766334373426
250.0,0.0,95.7,187.4,5.5,956.9,861.2,3,13.82,0.75,34.4963560271141
284.0,15.0,141.0,179.0,5.5,842.0,801.0,56,44.52,0.63,36.39966805224998
393.0,0.0,0.0,192.0,0.0,940.6,785.6,7,27.74,0.49,33.45406610858732
475.0,118.8,0.0,181.1,8.9,852.1,781.5,91,74.19,0.38,35.92384004596601
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,100,42.92,0.75,40.86338792072339
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,3,17.22,0.75,34.24711278572727
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,28,51.33,0.58,40.81807096774397
166.8,250.2,0.0,203.5,0.0,975.6,692.6,3,6.9,1.22,30.84834131227035
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,3,15.82,0.99,37.91778597706073
374.0,189.2,0.0,170.1,10.1,926.1,756.7,28,61.09,0.45,38.41627245983442
168.0,42.1,163.8,121.8,5.7,1058.7,780.1,28,24.24,0.73,49.360316604365686
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28,60.29,0.36,42.177579557126734
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,120,39.38,0.58,33.45406610858732
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,14,48.4,0.36,34.1338204032787
446.0,24.0,79.0,162.0,10.3,967.0,712.0,28,53.39,0.36,40.25160905550115
300.0,0.0,120.0,212.0,10.0,878.0,728.0,28,23.84,0.71,28.922370810644765
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,14,17.84,0.85,35.78788918702774
255.0,0.0,0.0,192.0,0.0,889.8,945.0,3,8.2,0.75,33.45406610858732
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,14,38.77,0.58,40.81807096774397
382.5,0.0,0.0,185.7,0.0,1047.8,739.3,28,37.44,0.49,34.881550127439226
359.0,19.0,141.0,154.0,10.9,942.0,801.0,7,35.75,0.43,42.06428717467817
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,56,31.72,0.88,39.209319136974365
290.2,193.5,0.0,185.7,0.0,998.2,704.3,28,33.04,0.64,34.881550127439226
380.0,95.0,0.0,228.0,0.0,932.0,594.0,90,40.56,0.6,25.29701457229072
165.0,128.5,132.1,175.1,8.1,1005.8,746.6,100,55.02,1.06,37.28334863534878
375.0,93.8,0.0,126.6,23.4,852.1,992.6,7,45.7,0.34,48.27270973285947
331.0,0.0,0.0,192.0,0.0,978.0,825.0,360,41.24,0.58,33.45406610858732
277.0,117.0,91.0,191.0,7.0,946.0,666.0,28,43.57,0.69,33.680650873484446
321.0,0.0,128.0,182.0,11.0,870.0,780.0,28,37.26,0.57,35.719913757558594
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,56,64.9,0.56,37.19271472938993
522.0,0.0,0.0,146.0,0.0,896.0,896.0,28,74.99,0.28,43.87696529385519
446.0,24.0,79.0,162.0,11.6,967.0,712.0,56,56.14,0.36,40.25160905550115
339.2,0.0,0.0,185.7,0.0,1069.2,754.3,7,21.18,0.55,34.881550127439226
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,7,38.0,0.51,44.17152548822146
288.0,192.0,0.0,192.0,0.0,932.0,717.8,90,50.53,0.67,33.45406610858732
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,14,25.37,0.75,40.84072944423368
400.0,0.0,0.0,187.0,0.0,1025.0,745.0,28,43.7,0.47,34.58698993307296
155.2,183.9,143.2,193.8,9.2,879.6,698.5,28,28.99,1.25,33.04621353177249
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,28,32.72,0.55,33.45406610858732
334.0,17.6,158.0,189.0,15.3,967.0,633.0,28,44.33,0.57,34.1338204032787
168.0,42.1,163.8,121.8,5.7,1058.7,780.1,100,39.23,0.73,49.360316604365686
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,77.3,0.45,39.59451323729948
255.5,170.3,0.0,185.7,0.0,1026.6,724.3,28,32.05,0.73,34.881550127439226
427.5,47.5,0.0,228.0,0.0,932.0,594.0,365,43.7,0.53,25.29701457229072
439.0,177.0,0.0,186.0,11.1,884.9,707.9,3,39.3,0.42,34.81357469797008
261.9,110.5,86.1,195.4,5.0,895.2,732.6,28,33.72,0.75,32.68367790793708
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,28,19.69,0.73,35.04015946286721
485.0,0.0,0.0,146.0,0.0,1120.0,800.0,28,71.99,0.3,43.87696529385519
194.7,0.0,100.5,165.6,7.5,1006.4,905.9,3,12.45,0.85,39.43590390187149
148.0,175.0,0.0,171.0,2.0,1000.0,828.0,28,26.92,1.16,38.212346171427
288.0,192.0,0.0,192.0,0.0,932.0,717.8,28,38.8,0.67,33.45406610858732
359.0,19.0,141.0,154.0,10.9,942.0,801.0,56,66.78,0.43,42.06428717467817
356.0,0.0,142.0,193.0,11.0,801.0,778.0,28,40.87,0.54,33.227481343690194
382.0,0.0,0.0,186.0,0.0,1111.0,784.0,7,11.47,0.49,34.81357469797008
439.0,177.0,0.0,186.0,11.1,884.9,707.9,91,73.3,0.42,34.81357469797008
264.5,111.0,86.5,195.5,5.9,832.6,790.4,28,41.54,0.74,32.66101943144737
190.7,0.0,125.4,162.1,7.8,1090.0,804.0,14,21.06,0.85,40.22895057901144
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,100,50.94,0.99,37.91778597706073
317.9,0.0,126.5,209.7,5.7,860.5,736.6,28,40.06,0.66,29.44351576990816
288.4,121.0,0.0,177.4,7.0,907.9,829.5,28,42.14,0.62,36.762203676085385
425.0,106.3,0.0,153.5,16.5,852.1,887.1,91,65.2,0.36,42.177579557126734
359.0,19.0,141.0,154.0,10.9,942.0,801.0,3,25.12,0.43,42.06428717467817
237.5,237.5,0.0,228.0,0.0,932.0,594.0,365,39.0,0.96,25.29701457229072
133.0,200.0,0.0,192.0,0.0,927.4,839.2,28,27.87,1.44,33.45406610858732
427.5,47.5,0.0,228.0,0.0,932.0,594.0,28,37.43,0.53,25.29701457229072
162.0,207.0,172.0,216.0,10.0,822.0,638.0,28,39.84,1.33,28.016031751056254
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,56,44.14,0.58,43.85430681736548
425.0,106.3,0.0,153.5,16.5,852.1,887.1,56,64.3,0.36,42.177579557126734
491.0,26.0,123.0,210.0,3.9,882.0,699.0,7,33.49,0.43,29.375540340439017
275.0,180.0,120.0,162.0,10.4,830.0,765.0,28,76.24,0.59,40.25160905550115
145.4,0.0,178.9,201.7,7.8,824.0,868.7,28,10.54,1.39,31.256193889085182
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,79.3,0.45,39.59451323729948
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,3,30.45,0.58,40.54616924986742
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,3,13.54,0.75,40.86338792072339
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,100,46.23,0.72,41.0446557326411
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,14,36.99,0.59,37.35132406481791
333.0,0.0,0.0,192.0,0.0,931.2,842.6,28,31.97,0.58,33.45406610858732
280.0,129.0,100.0,172.0,9.0,825.0,805.0,28,52.82,0.61,37.985761406529875
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,100,49.99,1.01,36.19574176384256
339.0,0.0,0.0,185.0,0.0,1060.0,754.0,28,31.65,0.55,35.04015946286721
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,1,12.64,0.4,31.641387989410298
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,22.9,0.45,39.59451323729948
375.0,93.8,0.0,126.6,23.4,852.1,992.6,3,29.0,0.34,48.27270973285947
382.0,0.0,0.0,185.0,0.0,1047.0,739.0,7,24.0,0.48,35.04015946286721
451.0,0.0,0.0,165.0,11.3,1030.0,745.0,28,78.8,0.37,39.571854760809764
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,28,33.94,0.58,43.85430681736548
212.0,141.3,0.0,203.5,0.0,973.4,750.0,90,39.7,0.96,30.84834131227035
153.0,102.0,0.0,192.0,0.0,888.0,943.1,7,8.37,1.25,33.45406610858732
318.8,212.5,0.0,155.7,14.3,852.1,880.4,3,25.2,0.49,41.679093074353055
296.0,0.0,0.0,186.0,0.0,1090.0,769.0,28,25.18,0.63,34.81357469797008
313.8,0.0,112.6,169.9,10.1,925.3,782.9,28,38.46,0.54,38.46158941281384
164.0,0.0,200.0,181.0,13.0,849.0,846.0,28,15.09,1.1,35.94649852245572
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,56,51.96,0.59,37.35132406481791
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,3,15.44,0.75,37.532591876735616
425.0,106.3,0.0,153.5,16.5,852.1,887.1,56,64.3,0.36,42.177579557126734
310.0,143.0,111.0,168.0,22.0,914.0,651.0,28,33.69,0.54,38.892100466118386
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,90,40.66,0.55,33.45406610858732
480.0,0.0,0.0,192.0,0.0,936.0,721.0,3,24.39,0.4,33.45406610858732
298.1,0.0,107.5,163.6,12.8,953.2,784.0,28,35.87,0.55,39.88907343166575
446.0,24.0,79.0,162.0,11.6,967.0,712.0,28,51.02,0.36,40.25160905550115
381.4,0.0,0.0,185.7,0.0,1104.6,784.3,7,14.54,0.49,34.881550127439226
475.0,0.0,0.0,162.0,9.5,1044.0,662.0,28,58.52,0.34,40.25160905550115
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,71.3,0.45,39.59451323729948
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,3,26.06,0.4,31.641387989410298
425.0,106.3,0.0,153.5,16.5,852.1,887.1,91,65.2,0.36,42.177579557126734
261.0,100.0,78.0,201.0,9.0,864.0,761.0,28,32.4,0.77,31.41480322451317
359.0,19.0,141.0,154.0,10.9,942.0,801.0,56,68.75,0.43,42.06428717467817
237.5,237.5,0.0,228.0,0.0,932.0,594.0,90,33.12,0.96,25.29701457229072
393.0,0.0,0.0,192.0,0.0,940.6,785.6,3,19.2,0.49,33.45406610858732
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,56,72.99,0.51,44.17152548822146
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,56,50.77,0.85,35.78788918702774
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,56,48.99,0.99,37.91778597706073
238.1,0.0,94.1,186.7,7.0,949.9,847.0,3,19.93,0.78,34.6549653625421
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,14,24.43,0.75,34.24711278572727
387.0,20.0,94.0,157.0,13.9,938.0,845.0,56,47.97,0.41,41.384532879986786
304.0,76.0,0.0,228.0,0.0,932.0,670.0,180,50.95,0.75,25.29701457229072
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,90,58.78,0.36,34.1338204032787
145.0,116.0,119.0,184.0,5.7,833.0,880.0,28,29.16,1.27,35.26674422776434
212.0,141.3,0.0,203.5,0.0,973.4,750.0,3,6.81,0.96,30.84834131227035
374.0,189.2,0.0,170.1,10.1,926.1,756.7,7,46.2,0.45,38.41627245983442
165.0,0.0,150.0,182.0,12.0,1023.0,729.0,28,18.03,1.1,35.719913757558594
424.0,22.0,132.0,168.0,8.9,822.0,750.0,28,72.1,0.4,38.892100466118386
150.0,236.8,0.0,173.8,11.9,1069.3,674.8,28,37.43,1.16,37.57790882971504
212.0,141.3,0.0,203.5,0.0,973.4,750.0,7,15.03,0.96,30.84834131227035
272.8,181.9,0.0,185.7,0.0,1012.4,714.3,7,19.77,0.68,34.881550127439226
284.0,15.0,141.0,179.0,5.5,842.0,801.0,28,43.73,0.63,36.39966805224998
116.0,173.0,0.0,192.0,0.0,909.8,891.9,3,6.28,1.66,33.45406610858732
260.0,101.0,78.0,171.0,10.0,936.0,763.0,28,49.77,0.66,38.212346171427
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,28,31.97,0.57,28.333250421912233
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,7,47.1,0.41,42.08694565116788
233.8,0.0,94.6,197.9,4.6,947.0,852.2,56,27.66,0.85,32.117215995694266
181.9,272.8,0.0,185.7,0.0,1012.4,714.3,28,27.94,1.02,34.881550127439226
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,90,47.22,0.4,31.641387989410298
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,14,32.9,0.98,39.7984395257069
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,3,13.33,0.75,40.84072944423368
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,28,47.4,0.59,37.35132406481791
153.1,145.0,113.0,178.5,8.0,1001.9,688.7,28,25.56,1.17,36.51296043469854
173.0,116.0,0.0,192.0,0.0,946.8,856.8,28,24.28,1.11,33.45406610858732
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,7,42.42,0.36,34.1338204032787
289.0,0.0,0.0,192.0,0.0,913.2,895.3,28,25.57,0.66,33.45406610858732
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,56,43.5,0.94,38.39361398334471
144.0,136.0,106.0,178.0,7.0,941.0,774.0,28,26.14,1.24,36.626252817147105
155.0,183.0,0.0,193.0,9.0,1047.0,697.0,28,18.28,1.25,33.227481343690194
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,3,13.12,0.75,34.24711278572727
475.0,118.8,0.0,181.1,8.9,852.1,781.5,56,72.3,0.38,35.92384004596601
190.0,190.0,0.0,228.0,0.0,932.0,670.0,270,50.66,1.2,25.29701457229072
157.0,236.0,0.0,192.0,0.0,935.4,781.2,28,33.66,1.22,33.45406610858732
355.0,19.0,97.0,145.0,13.1,967.0,871.0,28,44.03,0.41,44.10355005875232
202.0,11.0,141.0,206.0,1.7,942.0,801.0,56,23.25,1.02,30.281879400027528
446.0,24.0,79.0,162.0,11.6,967.0,712.0,56,55.25,0.36,40.25160905550115
425.0,106.3,0.0,151.4,18.6,936.0,803.7,91,66.7,0.36,42.6534075634107
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,55.9,0.45,39.59451323729948
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28,60.29,0.36,42.177579557126734
190.7,0.0,125.4,162.1,7.8,1090.0,804.0,100,40.57,0.85,40.22895057901144
325.0,0.0,0.0,184.0,0.0,1063.0,783.0,28,30.57,0.57,35.26674422776434
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,100,44.21,0.75,34.24711278572727
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,180,61.92,0.36,34.1338204032787
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,56,42.55,0.75,40.86338792072339
149.0,236.0,0.0,176.0,13.0,847.0,893.0,28,32.96,1.18,37.079422346941364
375.0,93.8,0.0,126.6,23.4,852.1,992.6,56,60.2,0.34,48.27270973285947
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,100,56.06,0.95,39.61717171378919
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,56,36.56,0.99,39.843756478686316
168.0,42.1,163.8,121.8,5.7,1058.7,780.1,3,7.75,0.73,49.360316604365686
157.0,214.0,152.0,200.0,9.0,819.0,704.0,28,33.05,1.27,31.641387989410298
272.6,0.0,89.6,198.7,10.6,931.3,762.2,28,32.25,0.73,31.935948183776567
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,100,45.37,0.58,43.85430681736548
322.0,0.0,0.0,203.0,0.0,974.0,800.0,28,25.18,0.63,30.961633694718913
238.1,0.0,0.0,185.7,0.0,1118.8,789.3,7,10.34,0.78,34.881550127439226
424.0,22.0,132.0,168.0,8.9,822.0,750.0,56,74.36,0.4,38.892100466118386
339.0,0.0,0.0,197.0,0.0,968.0,781.0,180,36.45,0.58,32.32114228410168
331.0,0.0,0.0,192.0,0.0,978.0,825.0,3,13.52,0.58,33.45406610858732
133.1,210.2,0.0,195.7,3.1,949.4,795.3,28,28.94,1.47,32.615702478467945
212.1,0.0,121.6,180.3,5.7,1057.6,779.3,28,24.9,0.85,36.10510785788371
165.0,128.5,132.1,175.1,8.1,1005.8,746.6,56,53.72,1.06,37.28334863534878
145.0,0.0,134.0,181.0,11.0,979.0,812.0,28,13.2,1.25,35.94649852245572
277.0,0.0,0.0,191.0,0.0,968.0,856.0,3,11.36,0.69,33.680650873484446
339.0,0.0,0.0,197.0,0.0,968.0,781.0,365,38.89,0.58,32.32114228410168
143.6,0.0,174.9,158.4,17.9,942.7,844.5,28,15.42,1.1,41.06731420913081
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,77.3,0.45,39.59451323729948
260.9,100.5,78.3,200.6,8.6,864.5,761.5,28,32.4,0.77,31.505437130472018
305.3,203.5,0.0,203.5,0.0,965.4,631.0,3,14.14,0.67,30.84834131227035
166.1,0.0,163.3,176.5,4.5,1058.6,780.1,100,33.54,1.06,36.9661299644928
500.0,0.0,0.0,151.0,9.0,1033.0,655.0,28,69.84,0.3,42.744041469369556
475.0,0.0,0.0,228.0,0.0,932.0,594.0,7,38.6,0.48,25.29701457229072
229.7,0.0,118.2,195.2,6.1,1028.1,757.6,100,40.86,0.85,32.728994860916515
439.0,177.0,0.0,186.0,11.1,884.9,707.9,7,56.1,0.42,34.81357469797008
